Title,Start Date,End Date,Description,Venue,Address,City,Postal Code,Country,Organizer,Website,Categories,Image URL,Source URL
Atelier fabrication d’un arbre des saisons,2024-07-09T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Le monde autour de nous change au fil de l’année et des saisons. Lors de l’atelier, les tout-petits fabriqueront un arbre des saisons qui les accompagnera tout au long de leur voyage à travers l’année.",Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/IMG_6324-scaled.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-arbre-des-saisons/2024-07-09/
Stage de cirque,2024-07-10T00:00:00+02:00,2024-07-12T23:59:59+02:00,"Dans l’ancienne salle de l’école du Cirque Plume, sur trois matinées, c’est l’occasion d’explorer l’univers circassien, d’éveiller son imaginaire, d’affûter ses sensations et de rencontrer un nouveau groupe de copains et de copines !",Passe-Muraille,"37, rue Battant",Besançon,25000,France,Passe-Muraille,https://www.passe-muraille.org/pre-inscription/categorie/stages-enfants/,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2024/05/Plaquette-stages-fevrier.01.jpg,https://sortir.besancon.fr/evenement/stage-de-cirque-3/
Berceuses et bercement – Séances d’éveil musical,2024-07-10T00:00:00+02:00,N/A,"Venez partager un temps de berceuses et d’échanges  en famille, pour les enfants jusqu’à 3 ans, ouvert aux femmes enceintes.",Médiathèque Aimé Césaire,"61, rue Mirabeau",Besançon,25000,France,Association Coccinote,https://www.coccinote.com/,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/01/Sortir-evenement.jpg,https://sortir.besancon.fr/evenement/berceuses-et-bercement-seances-deveil-musical/2024-07-10/
Visite-atelier : « Sacré scarabée » ! 3-6 ANS,2024-07-10T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite découverte de l’Egypte ancienne, les enfants réaliseront un moulage en argile d’un scarabée égyptien.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2023/01/MBAA-e1674569761400.jpg,https://sortir.besancon.fr/evenement/visite-atelier-sacre-scarabee-3-6-ans/2024-07-10/
Berceuses et bercement – Séances d’éveil musical,2024-07-11T00:00:00+02:00,N/A,"Venez partager un temps de berceuses et d’échanges  en famille, pour les enfants jusqu’à 3 ans, ouvert aux femmes enceintes.",Médiathèque Aimé Césaire,"61, rue Mirabeau",Besançon,25000,France,Association Coccinote,https://www.coccinote.com/,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/01/Sortir-evenement.jpg,https://sortir.besancon.fr/evenement/berceuses-et-bercement-seances-deveil-musical/2024-07-11/
Atelier de cirque en famille,2024-07-13T00:00:00+02:00,2024-06-08T23:59:59+02:00,Atelier à destination des enfants nés entre 2013 et 2021 et leur famille !,Chapiteau – Passe-Muraille,2E RUE DU BARLOT,Besançon,25000,N/A,Passe-Muraille,https://www.passe-muraille.org/pre-inscription/categorie/stages-enfants/,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2024/05/Plaquette-stages-fevrier.01.jpg,https://sortir.besancon.fr/evenement/atelier-de-cirque-en-famille-3/
Visite famille,2024-07-15T00:00:00+02:00,N/A,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-07-15/
Atelier Mosaïques,2024-07-17T00:00:00+02:00,2024-06-08T23:59:59+02:00,"« En 50 avant Jésus Christ, toute la Gaule est occupée.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2023/11/mosaiques.jpg,https://sortir.besancon.fr/evenement/visite-atelier-mosaique-les-ptits-cailloux-3-6-ans/2024-07-17/
Atelier Calligraphie-Lettrines,2024-07-18T00:00:00+02:00,2024-06-08T23:59:59+02:00,"En s’inspirant du Livre de prières de l’empereur Maximilien 1er, chef-d’œuvre du patrimoine bisontin conservé à la bibliothèque municipale et visible exceptionnellement à l’occasion de l’exposition « Made in Germany », réalise et décore ta propre lettrine.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/lena.jpg,https://sortir.besancon.fr/evenement/atelier-calligraphie-lettrines/2024-07-18/
Éveil tout-petits (18 mois – 3 ans),2024-07-22T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-07-22/
Atelier fabrication d’un semainier,2024-07-23T00:00:00+02:00,2024-06-08T23:59:59+02:00,Pas facile pour les tout-petits de comprendre la succession des moments de la journée et des jours de la semaine. À vos ciseaux et tampons pour fabriquer ensemble un joyeux semainier pour se repérer plus facilement dans le temps !,Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/4.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-semainier/2024-07-23/
Atelier modelage de chouette,2024-07-24T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Une statue, c’est taillé dans la pierre ou dans le bois, ou ça peut être modelé dans la terre avec ses petits doigts. Découverte de sculptures de musées et manipulation de moulages et d’argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/Vacances-au-musee-A-laise-glaise-3-6-ans.jpg,https://sortir.besancon.fr/evenement/atelier-modelage-de-chouette/2024-07-24/
Atelier Dessin : portrait Renaissance,2024-07-25T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance !",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-07-25/
Visite famille,2024-07-29T00:00:00+02:00,N/A,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-07-29/
Atelier fabrication d’un calendrier perpétuel,2024-07-30T00:00:00+02:00,2024-06-08T23:59:59+02:00,D’où viennent les saisons ? Comment se déroule une année ? Comment se mesure le temps ? Visite découverte autour des collections suivie d’un atelier où chacun fabriquera un calendrier perpétuel.,Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-5.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-calendrier-perpetuel/2024-07-30/
Atelier moulage méduse,2024-07-31T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Méduse, la Vouivre, Hercule ou Œdipe, découvre à travers les œuvres du Musée les mythes antiques, les légendes, les héros et les monstres qui les peuplent,  puis fabrique ta tête de méduse en argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/03/4.mosaique-meduse-detail-MBAA.jpg,https://sortir.besancon.fr/evenement/vacances-au-musee-mythes-et-legendes/2024-07-31/
Éveil tout-petits (18 mois – 3 ans),2024-08-05T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-08-05/
Atelier fabrication d’un arbre des saisons,2024-08-06T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Le monde autour de nous change au fil de l’année et des saisons. Lors de l’atelier, les tout-petits fabriqueront un arbre des saisons qui les accompagnera tout au long de leur voyage à travers l’année.",Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/IMG_6324-scaled.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-arbre-des-saisons/2024-08-06/
Atelier confection d’un herbier,2024-08-07T00:00:00+02:00,2024-06-08T23:59:59+02:00,Visite-atelier créatif. Pour les 3-6 ans.,Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2023/12/1-6.jpg,https://sortir.besancon.fr/evenement/vacances-au-musee-mon-petit-herbier-2/2024-08-07/
Atelier Calligraphie-Lettrines,2024-08-08T00:00:00+02:00,2024-06-08T23:59:59+02:00,"En s’inspirant du Livre de prières de l’empereur Maximilien 1er, chef-d’œuvre du patrimoine bisontin conservé à la bibliothèque municipale et visible exceptionnellement à l’occasion de l’exposition « Made in Germany », réalise et décore ta propre lettrine.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/lena.jpg,https://sortir.besancon.fr/evenement/atelier-calligraphie-lettrines/2024-08-08/
Visite famille,2024-08-12T00:00:00+02:00,N/A,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-08-12/
Visite-atelier : « Sacré scarabée » ! 3-6 ANS,2024-08-14T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite découverte de l’Egypte ancienne, les enfants réaliseront un moulage en argile d’un scarabée égyptien.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2023/01/MBAA-e1674569761400.jpg,https://sortir.besancon.fr/evenement/visite-atelier-sacre-scarabee-3-6-ans/2024-08-14/
Atelier Dessin : portrait Renaissance,2024-08-15T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance !",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-08-15/
Éveil tout-petits (18 mois – 3 ans),2024-08-19T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-08-19/
Atelier fabrication d’un semainier,2024-08-20T00:00:00+02:00,2024-06-08T23:59:59+02:00,Pas facile pour les tout-petits de comprendre la succession des moments de la journée et des jours de la semaine. À vos ciseaux et tampons pour fabriquer ensemble un joyeux semainier pour se repérer plus facilement dans le temps !,Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/4.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-semainier/2024-08-20/
Atelier modelage de chouette,2024-08-21T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Une statue, c’est taillé dans la pierre ou dans le bois, ou ça peut être modelé dans la terre avec ses petits doigts. Découverte de sculptures de musées et manipulation de moulages et d’argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/Vacances-au-musee-A-laise-glaise-3-6-ans.jpg,https://sortir.besancon.fr/evenement/atelier-modelage-de-chouette/2024-08-21/
Visite famille,2024-08-26T00:00:00+02:00,N/A,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-08-26/
Atelier fabrication d’un calendrier perpétuel,2024-08-27T00:00:00+02:00,2024-06-08T23:59:59+02:00,D’où viennent les saisons ? Comment se déroule une année ? Comment se mesure le temps ? Visite découverte autour des collections suivie d’un atelier où chacun fabriquera un calendrier perpétuel.,Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-5.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-calendrier-perpetuel/2024-08-27/
Atelier Mosaïques,2024-08-28T00:00:00+02:00,2024-06-08T23:59:59+02:00,"« En 50 avant Jésus Christ, toute la Gaule est occupée.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2023/11/mosaiques.jpg,https://sortir.besancon.fr/evenement/visite-atelier-mosaique-les-ptits-cailloux-3-6-ans/2024-08-28/
Atelier Calligraphie-Lettrines,2024-08-29T00:00:00+02:00,2024-06-08T23:59:59+02:00,"En s’inspirant du Livre de prières de l’empereur Maximilien 1er, chef-d’œuvre du patrimoine bisontin conservé à la bibliothèque municipale et visible exceptionnellement à l’occasion de l’exposition « Made in Germany », réalise et décore ta propre lettrine.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/lena.jpg,https://sortir.besancon.fr/evenement/atelier-calligraphie-lettrines/2024-08-29/
Visite famille,2024-09-01T00:00:00+02:00,N/A,"Un musée, qu’est-ce que c’est, qu’est-ce qu’on trouve dedans ? Une sculpture, une mosaïque, c’est fait comment ? Autour d’une sélection d’œuvres, découverte des expositions permanentes ou temporaires en compagnie d’un médiateur. Visite destinée au jeune public accompagné de leurs parents, grands-parents…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/05/Visite-famille-MBAA.jpg,https://sortir.besancon.fr/evenement/visite-famille/2024-09-01/
Éveil tout-petits (18 mois – 3 ans),2024-09-08T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Ici on scrute les animaux dans un ou deux tableaux, avec des bruits, des comptines, des histoires, des marionnettes…",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2021/06/188040082_4533246390036738_7195393596825083453_n-e1671175782271.jpg,https://sortir.besancon.fr/evenement/visite-guidee-tout-petits-18-mois-3-ans/2024-09-08/
Visite-atelier : « Sacré scarabée » ! 3-6 ANS,2024-09-11T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une visite découverte de l’Egypte ancienne, les enfants réaliseront un moulage en argile d’un scarabée égyptien.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2023/01/MBAA-e1674569761400.jpg,https://sortir.besancon.fr/evenement/visite-atelier-sacre-scarabee-3-6-ans/2024-09-11/
Atelier fabrication d’un cadran solaire,2024-09-14T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Les cadrans solaires indiquent le temps avec une énergie gratuite, le Soleil. Ensemble, nous découvrons cet instrument silencieux et efficace, qui existe depuis l’Antiquité. Nous fabriquons un petit modèle inspiré des modèles vus au musée, à partir d’une boîte… de fromage.",Musée du Temps,96 Grande Rue,Besançon,25000,France,Musée du Temps,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/2022-06-18-023-1.jpg,https://sortir.besancon.fr/evenement/atelier-fabrication-dun-cadran-solaire/
Atelier moulage méduse,2024-09-15T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Méduse, la Vouivre, Hercule ou Œdipe, découvre à travers les œuvres du Musée les mythes antiques, les légendes, les héros et les monstres qui les peuplent,  puis fabrique ta tête de méduse en argile.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,"Jeune Public, Visites",https://sortir.besancon.fr/wp-content/uploads/2024/03/4.mosaique-meduse-detail-MBAA.jpg,https://sortir.besancon.fr/evenement/vacances-au-musee-mythes-et-legendes/2024-09-15/
Atelier Dessin : portrait Renaissance,2024-09-18T00:00:00+02:00,2024-06-08T23:59:59+02:00,"Après une initiation aux techniques fondamentales du dessin : observation, esquisse, proportion, ombre et lumière, texture… réalise ton autoportrait et sublime-le à la sauce Renaissance !",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/3-7.jpg,https://sortir.besancon.fr/evenement/atelier-dessin-portrait-renaissance/2024-09-18/
Atelier Calligraphie-Lettrines,2024-09-22T00:00:00+02:00,2024-06-08T23:59:59+02:00,"En s’inspirant du Livre de prières de l’empereur Maximilien 1er, chef-d’œuvre du patrimoine bisontin conservé à la bibliothèque municipale et visible exceptionnellement à l’occasion de l’exposition « Made in Germany », réalise et décore ta propre lettrine.",Musée des Beaux-arts et d’Archéologie,"1, place de la Révolution",Besançon,25000,France,Musée des Beaux-Arts et d’Archéologie,N/A,Jeune Public,https://sortir.besancon.fr/wp-content/uploads/2024/05/lena.jpg,https://sortir.besancon.fr/evenement/atelier-calligraphie-lettrines/2024-09-22/
Atelier créatif : j’imagine ma terre idéale !,2024-10-23T00:00:00+02:00,2024-06-08T23:59:59+02:00,Dans le cadre de l’exposition « Dessine-moi ta planète » de la Citadelle.,Médiathèque Nelson Mandela,"13, avenue de l'Île-de-France",Besançon,25000,France,Bibliothèques municipales de Besançon,https://bibliotheques.besancon.fr/,"Jeune Public, Loisirs",https://sortir.besancon.fr/wp-content/uploads/2024/03/1-14.jpg,https://sortir.besancon.fr/evenement/atelier-creatif-jimagine-ma-terre-ideale/
Aldebert présente Helldebert,2024-01-19T00:00:00+02:00,N/A,"Aldebert a le secret de la recette magique. Des mélodies d’une efficacité redoutable, des orchestrations ciselées et des sujets ouverts sur le monde, avec ce prisme bien à lui qui parle à toutes les générations. Il réussit la performance d’éveiller l’enfant et de réveiller cette part d’enfance souvent oubliée des adultes.$",Micropolis,3 Boulevard Ouest,Besançon,25000,France,NG productions,https://ngproductions.fr/,"Jeune Public, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2023/11/404039025_896300045644412_898469116264094058_n.jpg,https://sortir.besancon.fr/evenement/aldebert-presente-aldebert/
Le soldat rose,2024-03-29T00:00:00+02:00,N/A,"A l’occasion de ses 15 ans, Le Soldat Rose fait son grand retour sur scène dans une nouvelle mise en scène exceptionnelle en tournée dans toute la France.",Micropolis,3 Boulevard Ouest,Besançon,25000,France,NG productions,https://ngproductions.fr/spectacle/le-soldat-rose/65ddbeec62181/,"Jeune Public, Spectacle",https://sortir.besancon.fr/wp-content/uploads/2024/03/lesoldatrose-siteweb.jpg,https://sortir.besancon.fr/evenement/le-soldat-rose/
